#lD,,Make,Model,Bodywork,Operator,Chassis ID,Lifespan Expiry Date,Road Tax Expiry Date ,Livery,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model,Advertisement Override,Registration Date
3118,K,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ2F7002587,1Feb2032,1Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,2Feb2015
3119,H,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ8F7002660,31Mar2032,30Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Apr2015
3120,C,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZXF7002661,31Mar2032,30Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Apr2015
3121,A,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ3F7002663,31Mar2032,30Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Apr2015
3122,Y,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ5F7002664,31Mar2032,30Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Apr2015
3123,U,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ9F7002666,3Mar2032,3Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,4Mar2015
3124,S,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ0F7002667,3Mar2032,3Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,4Mar2015
3125,P,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ4F7002669,3Mar2032,3Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,4Mar2015
3126,L,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ0F7002670,3Mar2032,3Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,4Mar2015
3127,J,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ4F7002672,01Jun2032,01Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,02Jun2015
3128,G,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ6F7002673,01Jun2032,01Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,02Jun2015
3129,D,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZXF7002675,01Jun2032,01Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,02Jun2015
3130,Z,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ1F7002676,01Jun2032,01Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,02Jun2015
3131,X,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ5F7002678,02Aug2032,02Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,03Aug2015
3132,T,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ3F7002680,02Aug2032,02Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,03Aug2015
3133,R,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ5F7002681,02Aug2032,02Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,03Aug2015
3134,M,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ7F7002682,31Aug2032,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Sep2015
3135,K,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ9F7002683,31Aug2032,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Sep2015
3136,H,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ0F7002684,31Aug2032,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Sep2015
3137,E,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ2F7002685,31Aug2032,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Sep2015
3138,C,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ4F7002686,01Nov2032,01Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,02Nov2015
3139,A,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ6F7002687,01Nov2032,01Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,02Nov2015
3140,U,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ8F7002688,01Nov2032,01Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,02Nov2015
3141,S,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZXF7002689,01Nov2032,01Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,02Nov2015
3142,P,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ6F7002690,01Nov2032,01Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,02Nov2015
3143,L,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZXF7002692,01Nov2032,01Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,02Nov2015
3144,J,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ1F7002693,01Nov2032,01Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,02Nov2015
3145,G,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ5F7002695,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3146,D,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ7F7002696,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3147,B,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ7F7002729,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3148,Z,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZXF7002739,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3149,X,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ6F7002740,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3150,R,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZXF7002742,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3151,M,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ1F7002743,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3152,K,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ3F7002744,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3153,H,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ0F7002751,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3154,E,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ8F7002755,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3155,C,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ1F7002760,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3156,A,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ3F7002761,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3157,Y,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ9F7002764,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3158,U,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ6F7002768,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3159,S,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ8F7002769,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3160,L,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ8F7002772,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3161,J,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZXF7002773,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3162,G,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ3F7002775,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3163,D,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ5F7002776,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3164,B,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ9F7002778,30Nov2032,30Nov2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,01Dec2015
3165,Z,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ0F7002779,03Jan2033,03Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,04Jan2016
3166,X,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ9F7002781,03Jan2033,03Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,04Jan2016
3167,T,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ0F7002782,03Jan2033,03Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,04Jan2016
3168,R,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ2F7002783,03Jan2033,03Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,04Jan2016
3169,M,MAN,NL323F,MAN's Lion City Hybrid,SBS Transit,WMAA22ZZ4F7002784,03Jan2033,03Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,04Jan2016
3170,H,,,,,,,,,,,,3,Voith DIWA 864.5,Mobitec MobiLED,Vogelsitze System 750/3,Masats,Denso LD8u,,
3171,E,,,,,,,,,,,,,,,,,,,
3172,C,,,,,,,,,,,,,,,,,,,
3173,A,,,,,,,,,,,,,,,,,,,
3174,Y,,,,,,,,,,,,,,,,,,,
3175,U,,,,,,,,,,,,,,,,,,,
3176,S,,,,,,,,,,,,,,,,,,,
3177,P,,,,,,,,,,,,,,,,,,,
3178,L,,,,,,,,,,,,,,,,,,,
3179,J,,,,,,,,,,,,,,,,,,,
3180,D,,,,,,,,,,,,,,,,,,,
3181,B,,,,,,,,,,,,,,,,,,,
3182,Z,,,,,,,,,,,,,,,,,,,
3183,X,,,,,,,,,,,,,,,,,,,
3184,T,,,,,,,,,,,,,,,,,,,
3185,R,,,,,,,,,,,,,,,,,,,
3186,M,,,,,,,,,,,,,,,,,,,
3187,K,,,,,,,,,,,,,,,,,,,
3188,H,,,,,,,,,,,,,,,,,,,
3189,E,,,,,,,,,,,,,,,,,,,
3190,A,,,,,,,,,,,,,,,,,,,
3191,Y,,,,,,,,,,,,,,,,,,,
3192,U,,,,,,,,,,,,,,,,,,,
3193,S,,,,,,,,,,,,,,,,,,,
3194,P,,,,,,,,,,,,,,,,,,,
3195,L,,,,,,,,,,,,,,,,,,,
3196,J,,,,,,,,,,,,,,,,,,,
3197,G,,,,,,,,,,,,,,,,,,,
3198,D,,,,,,,,,,,,,,,,,,,
3199,B,,,,,,,,,,,,,,,,,,,
3200,E,,,,,,,,,,,,,,,,,,,
3201,C,,,,,,,,,,,,,,,,,,,
3202,A,,,,,,,,,,,,,,,,,,,
3203,Y,,,,,,,,,,,,,,,,,,,
3204,U,,,,,,,,,,,,,,,,,,,
3205,S,,,,,,,,,,,,,,,,,,,
3206,P,,,,,,,,,,,,,,,,,,,
3207,L,,,,,,,,,,,,,,,,,,,
3208,J,,,,,,,,,,,,,,,,,,,
3209,G,,,,,,,,,,,,,,,,,,,
3210,B,,,,,,,,,,,,,,,,,,,
3211,Z,,,,,,,,,,,,,,,,,,,
3212,X,,,,,,,,,,,,,,,,,,,
3213,T,,,,,,,,,,,,,,,,,,,
3214,R,,,,,,,,,,,,,,,,,,,
3215,M,,,,,,,,,,,,,,,,,,,
3216,K,,,,,,,,,,,,,,,,,,,
3217,H,,,,,,,,,,,,,,,,,,,
3218,E,,,,,,,,,,,,,,,,,,,
3219,C,,,,,,,,,,,,,,,,,,,
3220,Y,,,,,,,,,,,,,,,,,,,
3221,U,,,,,,,,,,,,,,,,,,,
3222,S,,,,,,,,,,,,,,,,,,,
3223,P,,,,,,,,,,,,,,,,,,,
3224,L,,,,,,,,,,,,,,,,,,,
3225,J,,,,,,,,,,,,,,,,,,,
3226,G,,,,,,,,,,,,,,,,,,,
3227,D,,,,,,,,,,,,,,,,,,,
3228,B,,,,,,,,,,,,,,,,,,,
3229,Z,,,,,,,,,,,,,,,,,,,
3230,T,,,,,,,,,,,,,,,,,,,
3231,R,,,,,,,,,,,,,,,,,,,
3232,M,,,,,,,,,,,,,,,,,,,
3233,K,,,,,,,,,,,,,,,,,,,
3234,H,,,,,,,,,,,,,,,,,,,
3235,E,,,,,,,,,,,,,,,,,,,
3236,C,,,,,,,,,,,,,,,,,,,
3237,A,,,,,,,,,,,,,,,,,,,
3238,Y,,,,,,,,,,,,,,,,,,,
3239,U,,,,,,,,,,,,,,,,,,,
3240,P,,,,,,,,,,,,,,,,,,,
3241,L,,,,,,,,,,,,,,,,,,,
3242,J,,,,,,,,,,,,,,,,,,,
3243,G,,,,,,,,,,,,,,,,,,,
3244,D,,,,,,,,,,,,,,,,,,,
3245,B,,,,,,,,,,,,,,,,,,,
3246,Z,,,,,,,,,,,,,,,,,,,
3247,X,,,,,,,,,,,,,,,,,,,
3248,T,,,,,,,,,,,,,,,,,,,
3249,R,,,,,,,,,,,,,,,,,,,
3250,K,,,,,,,,,,,,,,,,,,,
3251,H,,,,,,,,,,,,,,,,,,,
3252,E,,,,,,,,,,,,,,,,,,,
3253,C,,,,,,,,,,,,,,,,,,,
3254,A,,,,,,,,,,,,,,,,,,,
3255,Y,,,,,,,,,,,,,,,,,,,
3256,U,,,,,,,,,,,,,,,,,,,
3257,S,,,,,,,,,,,,,,,,,,,
3258,P,,,,,,,,,,,,,,,,,,,
3259,L,,,,,,,,,,,,,,,,,,,
3260,G,,,,,,,,,,,,,,,,,,,
3261,D,,,,,,,,,,,,,,,,,,,
3262,B,,,,,,,,,,,,,,,,,,,
3263,Z,,,,,,,,,,,,,,,,,,,
3264,X,,,,,,,,,,,,,,,,,,,
3265,T,,,,,,,,,,,,,,,,,,,
3266,R,,,,,,,,,,,,,,,,,,,
3267,M,,,,,,,,,,,,,,,,,,,
3268,K,,,,,,,,,,,,,,,,,,,
3269,H,,,,,,,,,,,,,,,,,,,
3270,C,,,,,,,,,,,,,,,,,,,
3271,A,,,,,,,,,,,,,,,,,,,
3272,Y,,,,,,,,,,,,,,,,,,,
3273,U,,,,,,,,,,,,,,,,,,,
3274,S,,,,,,,,,,,,,,,,,,,
3275,P,,,,,,,,,,,,,,,,,,,
3276,L,,,,,,,,,,,,,,,,,,,
3277,J,,,,,,,,,,,,,,,,,,,
3278,G,,,,,,,,,,,,,,,,,,,
3279,D,,,,,,,,,,,,,,,,,,,
3280,Z,,,,,,,,,,,,,,,,,,,
3281,X,,,,,,,,,,,,,,,,,,,
3282,T,,,,,,,,,,,,,,,,,,,
3283,R,,,,,,,,,,,,,,,,,,,
3284,M,,,,,,,,,,,,,,,,,,,
3285,K,,,,,,,,,,,,,,,,,,,
3286,H,,,,,,,,,,,,,,,,,,,
3287,E,,,,,,,,,,,,,,,,,,,
3288,C,,,,,,,,,,,,,,,,,,,
3289,A,,,,,,,,,,,,,,,,,,,
3290,U,,,,,,,,,,,,,,,,,,,
3291,S,,,,,,,,,,,,,,,,,,,
3292,P,,,,,,,,,,,,,,,,,,,
3293,L,,,,,,,,,,,,,,,,,,,
3294,J,,,,,,,,,,,,,,,,,,,
3295,G,,,,,,,,,,,,,,,,,,,
3296,D,,,,,,,,,,,,,,,,,,,
3297,B,,,,,,,,,,,,,,,,,,,
3298,Z,,,,,,,,,,,,,,,,,,,
3299,X,,,,,,,,,,,,,,,,,,,
3300,A,,,,,,,,,,,,,,,,,,,
3301,Y,,,,,,,,,,,,,,,,,,,
3302,U,,,,,,,,,,,,,,,,,,,
3303,S,,,,,,,,,,,,,,,,,,,
3304,P,,,,,,,,,,,,,,,,,,,
3305,L,,,,,,,,,,,,,,,,,,,
3306,J,,,,,,,,,,,,,,,,,,,
3307,G,,,,,,,,,,,,,,,,,,,
3308,D,,,,,,,,,,,,,,,,,,,
3309,B,,,,,,,,,,,,,,,,,,,
3310,X,,,,,,,,,,,,,,,,,,,
3311,T,,,,,,,,,,,,,,,,,,,
3312,R,,,,,,,,,,,,,,,,,,,
3313,M,,,,,,,,,,,,,,,,,,,
3314,K,,,,,,,,,,,,,,,,,,,
3315,H,,,,,,,,,,,,,,,,,,,
3316,E,,,,,,,,,,,,,,,,,,,
3317,C,,,,,,,,,,,,,,,,,,,
3318,A,,,,,,,,,,,,,,,,,,,
3319,Y,,,,,,,,,,,,,,,,,,,
3320,S,,,,,,,,,,,,,,,,,,,
3321,P,,,,,,,,,,,,,,,,,,,
3322,L,,,,,,,,,,,,,,,,,,,
3323,J,,,,,,,,,,,,,,,,,,,
3324,G,,,,,,,,,,,,,,,,,,,
3325,D,,,,,,,,,,,,,,,,,,,
3326,B,,,,,,,,,,,,,,,,,,,
3327,Z,,,,,,,,,,,,,,,,,,,
3328,X,,,,,,,,,,,,,,,,,,,
3329,T,,,,,,,,,,,,,,,,,,,
3330,M,,,,,,,,,,,,,,,,,,,
3331,K,,,,,,,,,,,,,,,,,,,
3332,H,,,,,,,,,,,,,,,,,,,
3333,E,,,,,,,,,,,,,,,,,,,
3334,C,,,,,,,,,,,,,,,,,,,
3335,A,,,,,,,,,,,,,,,,,,,
3336,Y,,,,,,,,,,,,,,,,,,,
3337,U,,,,,,,,,,,,,,,,,,,
3338,S,,,,,,,,,,,,,,,,,,,
3339,P,,,,,,,,,,,,,,,,,,,
3340,J,,,,,,,,,,,,,,,,,,,
3341,G,,,,,,,,,,,,,,,,,,,
3342,D,,,,,,,,,,,,,,,,,,,
3343,B,,,,,,,,,,,,,,,,,,,
3344,Z,,,,,,,,,,,,,,,,,,,
3345,X,,,,,,,,,,,,,,,,,,,
3346,T,,,,,,,,,,,,,,,,,,,
3347,R,,,,,,,,,,,,,,,,,,,
3348,M,,,,,,,,,,,,,,,,,,,
3349,K,,,,,,,,,,,,,,,,,,,
3350,E,,,,,,,,,,,,,,,,,,,
3351,C,,,,,,,,,,,,,,,,,,,
3352,A,,,,,,,,,,,,,,,,,,,
3353,Y,,,,,,,,,,,,,,,,,,,
3354,U,,,,,,,,,,,,,,,,,,,
3355,S,,,,,,,,,,,,,,,,,,,
3356,P,,,,,,,,,,,,,,,,,,,
3357,L,,,,,,,,,,,,,,,,,,,
3358,J,,,,,,,,,,,,,,,,,,,
3359,G,,,,,,,,,,,,,,,,,,,
3360,B,,,,,,,,,,,,,,,,,,,
3361,Z,,,,,,,,,,,,,,,,,,,
3362,X,,,,,,,,,,,,,,,,,,,
3363,T,,,,,,,,,,,,,,,,,,,
3364,R,,,,,,,,,,,,,,,,,,,
3365,M,,,,,,,,,,,,,,,,,,,
3366,K,,,,,,,,,,,,,,,,,,,
3367,H,,,,,,,,,,,,,,,,,,,
3368,E,,,,,,,,,,,,,,,,,,,
3369,C,,,,,,,,,,,,,,,,,,,
3370,Y,,,,,,,,,,,,,,,,,,,
3371,U,,,,,,,,,,,,,,,,,,,
3372,S,,,,,,,,,,,,,,,,,,,
3373,P,,,,,,,,,,,,,,,,,,,
3374,L,,,,,,,,,,,,,,,,,,,
3375,J,,,,,,,,,,,,,,,,,,,
3376,G,,,,,,,,,,,,,,,,,,,
3377,D,,,,,,,,,,,,,,,,,,,
3378,B,,,,,,,,,,,,,,,,,,,
3379,Z,,,,,,,,,,,,,,,,,,,
3380,T,,,,,,,,,,,,,,,,,,,
3381,R,,,,,,,,,,,,,,,,,,,
3382,M,,,,,,,,,,,,,,,,,,,
3383,K,,,,,,,,,,,,,,,,,,,
3384,H,,,,,,,,,,,,,,,,,,,
3385,E,,,,,,,,,,,,,,,,,,,
3386,C,,,,,,,,,,,,,,,,,,,
3387,A,,,,,,,,,,,,,,,,,,,
3388,Y,,,,,,,,,,,,,,,,,,,
3389,U,,,,,,,,,,,,,,,,,,,
3390,P,,,,,,,,,,,,,,,,,,,
3391,L,,,,,,,,,,,,,,,,,,,
3392,J,,,,,,,,,,,,,,,,,,,
3393,G,,,,,,,,,,,,,,,,,,,
3394,D,,,,,,,,,,,,,,,,,,,
3395,B,,,,,,,,,,,,,,,,,,,
3396,Z,,,,,,,,,,,,,,,,,,,
3397,X,,,,,,,,,,,,,,,,,,,
3398,T,,,,,,,,,,,,,,,,,,,
3399,R,,,,,,,,,,,,,,,,,,,
3400,U,,,,,,,,,,,,,,,,,,,
3401,S,,,,,,,,,,,,,,,,,,,
3402,P,,,,,,,,,,,,,,,,,,,
3403,L,,,,,,,,,,,,,,,,,,,
3404,J,,,,,,,,,,,,,,,,,,,
3405,G,,,,,,,,,,,,,,,,,,,
3406,D,,,,,,,,,,,,,,,,,,,
3407,B,,,,,,,,,,,,,,,,,,,
3408,Z,,,,,,,,,,,,,,,,,,,
3409,X,,,,,,,,,,,,,,,,,,,
3410,R,,,,,,,,,,,,,,,,,,,
3411,M,,,,,,,,,,,,,,,,,,,
3412,K,,,,,,,,,,,,,,,,,,,
3413,H,,,,,,,,,,,,,,,,,,,
3414,E,,,,,,,,,,,,,,,,,,,
3415,C,,,,,,,,,,,,,,,,,,,
3416,A,,,,,,,,,,,,,,,,,,,
3417,Y,,,,,,,,,,,,,,,,,,,
3418,U,,,,,,,,,,,,,,,,,,,
3419,S,,,,,,,,,,,,,,,,,,,
3420,L,,,,,,,,,,,,,,,,,,,
3421,J,,,,,,,,,,,,,,,,,,,
3422,G,,,,,,,,,,,,,,,,,,,
3423,D,,,,,,,,,,,,,,,,,,,
3424,B,,,,,,,,,,,,,,,,,,,
