#ID,,Make,Model,Bodywork,Operator,Chassis ID,Lifespan Expiry Date,Road Tax Expiry Date ,Livery,Notes,Depot,Svc,Batch,Gearbox model,EDS model,Chair model,Door model,Air Con model,Advertisement Override,Registration Date
9395,C,Volvo,Olympian,Walter Alexander Royale,SBS Transit,SLVYNF210SC025890,27Jun2014,,SBS Transit Livery,Scrapped,,,3X1,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,28Jun1997
9396,A,Volvo,Olympian,Walter Alexander Royale,SBS Transit,SLVYNF212SC025891,27Jun2014,,SBS Transit Livery,Scrapped,,,3X1,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,28Jun1997
9397,Y,Volvo,Olympian,Walter Alexander Royale,SBS Transit,SLVYNF211SC025879,27Jun2014,,SBS Transit Livery,Scrapped,,,3X1,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,28Jun1997
9398,U,Volvo,Olympian,Walter Alexander Royale,SBS Transit,SLVYNF218SC025880,27Jun2014,,SBS Transit Livery,Scrapped,,,3X1,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,28Jun1997
9399,S,Volvo,Olympian,Walter Alexander Royale,SBS Transit,SLVYNF210SC025906,27Jun2014,,SBS Transit Livery,Scrapped,,,3X1,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,28Jun1997
9400,X,Volvo,Olympian,Walter Alexander Royale,SBS Transit,SLVYNF219SC025922,,,SBS Transit Livery,Scrapped,,,3X1,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,Unknown
9401,T,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF219TC026789,16Aug2013,,SBS Transit Livery,Scrapped,CGBP,31,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,17Aug1996
9402,R,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF212TC026763,,,SBS Transit Livery,Scrapped,CGBP,31,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,Unknown
9403,M,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF211TC026785,20Jan2016,,SBS Transit Livery,Scrapped,SLBP,SP,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,21Jan1999
9404,K,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF219TC026761,20Jan2016,,SBS Transit Livery,Scrapped,BNDEP,168,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,21Jan1999
9405,H,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF217TC026855,20Jan2016,,SBS Transit Livery,Scrapped,SLBP,SP,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,21Jan1999
9406,E,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF212TC026827,02Feb2016,,SBS Transit Livery,Scrapped,SLBP,SP,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9407,C,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF217TC026757,02Feb2016,,SBS Transit Livery,Scrapped,BBDEP,10,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9408,A,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF218TC026783,02Feb2016,,SBS Transit Livery,Scrapped,ARBP,65,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9409,Y,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF214TC026781,02Feb2016,,SBS Transit Livery,Scrapped,BRBP,SP,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9410,S,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF210TC026826,02Feb2016,,SBS Transit Livery,Scrapped,SLBP,SP,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9411,P,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF210TC026860,02Feb2016,,SBS Transit Livery,Scrapped,CGBP,291,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9412,L,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF211TC026835,02Feb2016,,SBS Transit Livery,Scrapped,BNDEP,SP,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9413,J,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF210TC026812,02Feb2016,,SBS Transit Livery,Scrapped,CGBP,23,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9414,G,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF21XTC026834,02Feb2016,,SBS Transit Livery,Scrapped,CGBP,23,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9415,D,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF21XTC026851,02Feb2016,,SBS Transit Livery,Scrapped,BNDEP,SP,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9416,B,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF210TC026759,02Feb2016,,SBS Transit Livery,Scrapped,BNDEP,30,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9417,Z,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF211TC026978,02Feb2016,,SBS Transit Livery,Scrapped,AMDEP,25,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9418,X,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF218TC026976,02Feb2016,,SBS Transit Livery,Scrapped,BRBP,8,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9419,T,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF210TC026809,02Feb2016,,SBS Transit Livery,Scrapped,HGDEP,43,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9420,M,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF216TC026829,02Feb2016,,SBS Transit Livery,Scrapped,CGBP,23,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9421,K,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF214TC026974,02Feb2016,,SBS Transit Livery,Scrapped,SLBP,254,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9422,H,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF211TC026849,02Feb2016,,SBS Transit Livery,Scrapped,CGBP,23,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9423,E,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF210TC026972,02Feb2016,,SBS Transit Livery,Scrapped,AMDEP,25,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9424,C,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF216TC026765,02Feb2016,,SBS Transit Livery,Scrapped,BRBP,88,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9425,A,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF212TC026858,02Feb2016,,SBS Transit Livery,Scrapped,AMDEP,25,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9426,Y,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF216TC027026,02Feb2016,,SBS Transit Livery,Scrapped,HGDEP,153,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9427,U,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF218TC027027,02Feb2016,,SBS Transit Livery,Scrapped,BBDEP,165/285*,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9428,S,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF215TC026787,02Feb2016,,SBS Transit Livery,Scrapped,HGDEP,SP,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
9429,P,Volvo,Olympian,Walter Alexander Royale,SBS Transit,YV3YNF211TC027080,02Feb2016,,SBS Transit Livery,Scrapped,SLBP,SP,3X2,ZF Ecomat I 4HP 500,NA; Desto,Unknown,Deans,Denso,,03Feb1999
