#ID,,Make,Model,Bodywork,Operator,Chassis ID,Lifespan Expiry Date,Road Tax Expiry Date ,Livery,Notes,Depot,Svc,Batch,Gearbox,EDS model,Chair model,Door model,Air Con model,Registration Date,Advertisement Override
1111,U,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130502,05Oct2034,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Oct2017,
1112,S,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130503,05Oct2034,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Oct2017,
1113,P,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130023,30Aug2033,31Aug2020,SBS Transit Livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1114,L,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130024,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1115,J,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130025,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1116,G,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130026,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1117,D,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130027,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1118,B,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130028,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1119,Z,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130029,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1120,T,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130030,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1121,R,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130031,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1122,M,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130032,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1123,K,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130033,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1124,H,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130034,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1125,E,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130035,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1126,C,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130036,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1127,A,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130037,30Aug2033,31Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,31Aug2016,
1128,Y,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130041,24Oct2033,24Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,25Oct2016,
1129,U,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130042,24Oct2033,24Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,25Oct2016,
1130,P,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130050,05Oct2034,5Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Oct2017,
1131,L,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130051,09Oct2034,9Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,10Oct2017,
1132,J,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130052,26Dec2034,26Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,27Dec2017,
1133,G,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130053,13Dec2034,13Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,14Dec2017,
1134,D,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130054,05Oct2034,5Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Oct2017,
1135,B,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130055,05Oct2034,5Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Oct2017,
1136,Z,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130056,10Oct2034,10Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Oct2017,
1137,X,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130057,10Oct2034,10Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Oct2017,
1138,T,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130058,10Oct2034,10Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Oct2017,
1139,R,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130939,10Oct2034,10Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Oct2017,
1140,K,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130940,10Oct2034,3Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Oct2017,
1141,H,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130941,25Oct2034,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,26Oct2017,
1142,E,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130942,25Oct2034,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,26Oct2017,
1143,C,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130943,25Oct2034,25Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,26Oct2017,
1144,A,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130944,13Dec2034,13Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,14Dec2017,
1145,Y,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130945,13Dec2034,13Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,14Dec2017,
1146,U,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130946,14Dec2034,14Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,15Dec2017,
1147,S,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129396,01Jan2033,3Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,3Jan2016,
1148,P,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129397,01Jan2033,3Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,3Jan2016,
1149,L,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129420,01Jan2033,3Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,3Jan2016,
1150,G,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129421,01Jan2033,3Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,3Jan2016,
1151,D,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129429,31Jan2033,31Jul2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,2Feb2016,
1152,B,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129433,10Mar2033,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Mar2016,
1153,Z,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129993,21Mar2033,21Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,22Mar2016,
1154,X,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129994,10Mar2033,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Mar2016,
1155,T,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129995,28Mar2033,28Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,29Mar2016,
1156,R,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129996,10Mar2033,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Mar2016,
1157,M,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129997,10Mar2033,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Mar2016,
1158,K,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129998,10Mar2033,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Mar2016,
1159,H,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323129999,10Mar2033,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Mar2016,
1160,C,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130000,10Mar2033,10Sep2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Mar2016,
1161,A,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130494,10Apr2033,10Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Apr2016,
1162,Y,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130495,10Apr2033,10Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Apr2016,
1163,U,Mercedes-Benz,Citaro O530,EvoBus GMBH,SBS Transit,WEB62808323130496,04May2033,4May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,5May2016,
1164,S,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130497,04May2033,4May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,5May2016,
1165,P,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130498,04May2033,4May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,5May2016,
1166,L,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130499,04May2033,4May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,5May2016,
1167,J,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130500,04May2033,4May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,5May2016,
1168,G,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130501,04May2033,4May2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,5May2016,
1169,D,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130504,05Jun2033,5Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Jun2016,
1170,Z,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130005,05Jun2033,5Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Jun2016,
1171,X,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130006,05Jun2033,5Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Jun2016,
1172,T,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130007,05Jun2033,5Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Jun2016,
1173,R,Mercedes-Benz,Citaro O530,EvoBus GMBH,SBS Transit,WEB62808323130008,05Jun2033,5Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Jun2016,
1174,M,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130009,05Jun2033,5Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Jun2016,
1175,K,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130010,05Jun2033,5Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Jun2016,
1176,H,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130011,05Jun2033,5Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Jun2016,
1177,E,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130012,05Jun2033,5Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,6Jun2016,
1178,C,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130013,06Jul2033,6Jul2020,SBS Transit Livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,7Jul2016,
1179,A,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130014,06Jul2033,6Jul2020,SBS Transit Livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,7Jul2016,
1180,U,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130015,06Jul2033,6Jul2020,SBS Transit Livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,7Jul2016,
1181,S,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130016,06Jul2033,6Jul2020,SBS Transit Livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,7Jul2016,
1182,P,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130017,06Jul2033,6Jul2020,SBS Transit Livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,7Jul2016,
1183,L,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130018,06Jul2033,6Jul2020,SBS Transit Livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,7Jul2016,
1184,J,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130019,06Jul2033,6Jul2020,SBS Transit Livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,7Jul2016,
1185,G,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130020,06Jul2033,6Jul2020,SBS Transit Livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,7Jul2016,
1186,D,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130021,06Jul2033,6Jul2020,SBS Transit Livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,7Jul2016,
1187,B,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130022,06Jul2033,6Jul2020,SBS Transit Livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,7Jul2016,
1188,Z,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130038,03Aug2033,3Aug2020,SBS Transit Livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,4Aug2016,
1189,X,Mercedes Benz,Citaro,EvoBus,Go Ahead Singapore,WEB62808323130039,03Aug2033,3Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,4Aug2016,
1190,R,Mercedes Benz,Citaro,EvoBus,Go Ahead Singapore,WEB62808323130040,03Aug2033,3Aug2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,4Aug2016,
1191,M,Mercedes Benz,Citaro,EvoBus,Go Ahead Singapore,WEB62808323130043,24Oct2033,24Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,25Oct2016,
1192,K,Mercedes Benz,Citaro,EvoBus,Go Ahead Singapore,WEB62808323130044,24Oct2033,24Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,25Oct2016,
1193,H,Mercedes Benz,Citaro,EvoBus,Go Ahead Singapore,WEB62808323130045,24Oct2033,24Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,25Oct2016,
1194,E,Mercedes Benz,Citaro,EvoBus,Go Ahead Singapore,WEB62808323130046,24Oct2033,24Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,25Oct2016,
1195,C,Mercedes Benz,Citaro,EvoBus,Go Ahead Singapore,WEB62808323130047,24Oct2033,24Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,25Oct2016,
1196,A,Mercedes Benz,Citaro,EvoBus,Go Ahead Singapore,WEB62808323130048,24Oct2033,24Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,25Oct2016,
1197,Y,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130049,24Oct2033,24Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,25Oct2016,
1198,U,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130059,19Oct2034,19Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,20Oct2017,
1199,S,Mercedes Benz,Citaro,EvoBus,Go Ahead Singapore,WEB62808323130925,10Oct2034,10Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Oct2017,
1200,X,Mercedes Benz,Citaro,EvoBus,Go Ahead Singapore,WEB62808323130926,10Oct2034,10Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Oct2017,
1201,T,Mercedes Benz,Citaro,EvoBus,Go Ahead Singapore,WEB62808323130928,10Oct2034,10Apr2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,11Oct2017,
1202,R,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130929,13Dec2034,13Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,14Dec2017,
1203,M,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130930,13Dec2034,13Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,14Dec2017,
1204,K,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130931,13Dec2034,13Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,14Dec2017,
1205,H,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130932,13Dec2034,13Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,14Dec2017,
1206,E,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130933,13Dec2034,13Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,14Dec2017,
1207,C,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130934,13Dec2034,13Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,14Dec2017,
1208,A,Mercedes Benz,Citaro,EvoBus,SBS Transit,WEB62808323130935,26Dec2034,26Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,27Dec2017,
1209,Y,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130927,26Dec2034,26Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,27Dec2017,
1210,S,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130936,26Dec2034,26Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,27Dec2017,
1211,P,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130937,26Dec2034,26Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,27Dec2017,
1212,L,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130938,26Dec2034,26Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,27Dec2017,
1213,J,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130947,26Dec2034,26Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,27Dec2017,
1214,G,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130948,26Dec2034,26Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,27Dec2017,
1215,D,Mercedes Benz,Citaro,EvoBus,SMRT Buses,WEB62808323130949,26Dec2034,26Jun2020,Land Transport Authority (LTA)'s Lush Green livery,,,,3,Voith DIWA 854.5,LAWO HIGHLED,City Star Eco,Bode,Konvekta P800,27Dec2017,
